CookerStat, GenerateAssetRegistry=0.216320, Initialize=0.829440, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionIdED4FDEB149D3283712394696621975E4_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_7CFBAD134F7B230AF3F9D489F53AA4CC, StartTime=2016.04.08-21.27.47, HierarchicalDDC=, DataSize=168872, Duration=3.506433, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId1458C1994BE7A5AC904D72A5FA5A8F2F_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_27CB409A4EA1961BBF5CB98F461B5665_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.08-21.28.31, Duration=2.442494, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId6EB7E83249409DE4D356F8B7D2E617FD_3, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_27CB409A4EA1961BBF5CB98F461B5__9207469843C0A84E7C6C4D7632CDF59515D7EBCC, StartTime=2016.04.08-21.28.31, HierarchicalDDC=, DataSize=16647, Duration=3.436290, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionIdED4FDEB149D3283712394696621975E4_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_27CB409A4EA1961BBF5CB98F461B5__EFCEB895414C1737EA808DDE646F5576988EABF6, StartTime=2016.04.08-21.28.31, HierarchicalDDC=, DataSize=6309, Duration=3.451906, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionIdED4FDEB149D3283712394696621975E4_5, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9FF2962F455B121C3D392FB08D32039__797E2BC80AA13E8D5F8B35948C4C6EAD01E1045C, StartTime=2016.04.08-21.28.48, HierarchicalDDC=, DataSize=16214, Duration=4.192002, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId5D9368C9458689C5608E8D87E9DBE29F_2, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_C6__06AEBC6B929C8D8F0B5AAE6D0BAE10D1DC78BB5D, StartTime=2016.04.08-21.29.02, HierarchicalDDC=, DataSize=48137, Duration=3.759872, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionIdED4FDEB149D3283712394696621975E4_6, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F4F8260B41F9A6F0DD5B5B97B2131F7__9B0AD896B2A36CCA37D322A03090062408C41965, StartTime=2016.04.08-21.29.02, HierarchicalDDC=, DataSize=14408, Duration=3.716610, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId6EB7E83249409DE4D356F8B7D2E617FD_4, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5DF7C82244DD9000E3A9FFBC0BC2A6A__079B7D0B89DE60C0A1FC2261F2FECDF191E5F3F8, StartTime=2016.04.08-21.29.02, HierarchicalDDC=, DataSize=16578, Duration=3.030784, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId5D9368C9458689C5608E8D87E9DBE29F_3, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5448C4B64769A084A58C72B38E8F99E__096AD46A45C34EE132977734E28C4278DBB16527, StartTime=2016.04.08-21.29.02, HierarchicalDDC=, DataSize=16578, Duration=3.164928, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionIdED4FDEB149D3283712394696621975E4_7, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_099480D946A5A397D21E1196A3D8081__D67CFC47C0B4A0005CC48C6CF0AB251D6A7E200E, StartTime=2016.04.08-21.29.26, HierarchicalDDC=, DataSize=16578, Duration=6.267138, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
SavePackageTransactionId2449E62C4F4F4B7174CAE286F641E15F_0, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDangion/Content/3D/Houki/houki.uasset, AutoPackageBackupDelegate=0.505347, FlushAsyncLoading=0.005119, FlushStreamingFunc=0.021759, BlockTillAllRequestsFinished=0.003327, ResetLoadersForSaveUnMarkAllObjects=0.191744, TagPackageExports=0.065278, BeginCacheForCookedPlatformData=0.001539, SerializeImports=0.589568, GatherLocalizableTextData=0.385277, MarkNames=0.006400, SerializeSummary=0.011265, SerializeNames=0.052478, SerializeGatherableTextData=0.001024, BuildExportMap=0.015616, SortExportsNonSeekfree=0.007682, SortExportsSeekfreeConstructor=0.045568, SortExportsSeekfreeInner=0.455681, SortExportsSeekfree=0.002302, BuildDependencyMap=0.006657, SerializeImportMap=0.006657, SerializeExportMap=0.003584, SerializeDependencyMap=0.001535, SerializeStringAssetReferenceMap=0.001535, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.014593, SerializeExports=0.203520, SerializeBulkData=0.099074, MoveFile=2.702590, UnaccountedTime=2.150144, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId6EB7E83249409DE4D356F8B7D2E617FD_5, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_3D__3C5BB549913C54ABFF5A1977BA6730ED5F8D3283, StartTime=2016.04.08-21.29.30, HierarchicalDDC=, DataSize=48137, Duration=3.603458, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId5D9368C9458689C5608E8D87E9DBE29F_4, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4AD9775149E26B4BA3C1ECAC324CFD6__633A5EE51E464E304F5EBB36B785B17DDF4CEB60, StartTime=2016.04.08-21.29.30, HierarchicalDDC=, DataSize=14408, Duration=3.735807, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionIdED4FDEB149D3283712394696621975E4_8, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E71CC42F4416532C90CBFE9BABA7A83__E067217CCE3E3FBFAA64BE3E34C8FEAA8EAD9588, StartTime=2016.04.08-21.29.30, HierarchicalDDC=, DataSize=16386, Duration=3.105026, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId6EB7E83249409DE4D356F8B7D2E617FD_6, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3AF9D6314EC39A97FBBE809086CD5EC__A25936C3283EF3E4528EFA57B785291218A50F0B, StartTime=2016.04.08-21.29.30, HierarchicalDDC=, DataSize=16386, Duration=3.236864, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId1458C1994BE7A5AC904D72A5FA5A8F2F_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_56F9DA684723EB622A13209E5785F146_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.08-21.32.22, Duration=39.376392, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId5D9368C9458689C5608E8D87E9DBE29F_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_56F9DA684723EB622A13209E5785F__1DD914277395A6D99F4BD5939D5CF99B97F8FBEC, StartTime=2016.04.08-21.32.22, HierarchicalDDC=, DataSize=131335, Duration=3.198210, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionIdED4FDEB149D3283712394696621975E4_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_56F9DA684723EB622A13209E5785F__31CD738585B0A1C076F8B97C9AC036711CAB223A, StartTime=2016.04.08-21.32.22, HierarchicalDDC=, DataSize=33031, Duration=4.213247, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId6EB7E83249409DE4D356F8B7D2E617FD_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_56F9DA684723EB622A13209E5785F__66D5187239B0C4AA4256F36B86BB1A181DC369E9, StartTime=2016.04.08-21.32.22, HierarchicalDDC=, DataSize=8455, Duration=175.380264, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
DDCTransactionId5D9368C9458689C5608E8D87E9DBE29F_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_56F9DA684723EB622A13209E5785F__B8913DD8C8DDC0B5523E66E6B69EE2763D16C17F, StartTime=2016.04.08-21.32.22, HierarchicalDDC=, DataSize=4155, Duration=7.351555, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
SavePackageTransactionId2449E62C4F4F4B7174CAE286F641E15F_1, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDangion/Content/3D/Houki/pallet_2.uasset, AutoPackageBackupDelegate=6.137349, FlushAsyncLoading=0.004608, FlushStreamingFunc=0.032511, BlockTillAllRequestsFinished=0.004094, ResetLoadersForSaveUnMarkAllObjects=0.258818, TagPackageExports=0.009730, BeginCacheForCookedPlatformData=0.000767, SerializeImports=0.280064, GatherLocalizableTextData=0.052478, MarkNames=0.004098, SerializeSummary=0.008192, SerializeNames=0.023041, SerializeGatherableTextData=0.000767, BuildExportMap=0.012286, SortExportsNonSeekfree=0.003584, SortExportsSeekfreeConstructor=0.005379, SortExportsSeekfreeInner=0.297982, SortExportsSeekfree=0.002049, BuildDependencyMap=0.005119, SerializeImportMap=0.004351, SerializeExportMap=0.003070, SerializeDependencyMap=0.001024, SerializeStringAssetReferenceMap=0.001535, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.993858, SerializeExports=0.108033, SerializeBulkData=0.004098, MoveFile=2.713092, UnaccountedTime=1.955327, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
MaterialTransactionIdC89AE15A4866DF2064A2D097F3277E12_1, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3255E3F10480E1FFC8AB790B8AFE03E72_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D0000000800000083BA1B738B00B1EE69F72B98552A62DA2C08A6210000000000000000000000000000000000000000, ShaderCompilation=384.022125, RunGuid=RunID63BB09AD4932CDD0BD15789367FED8CC
